ZIP,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,Unit Type,Unit Number,City,State,County,Zip,Country,Source,State Legislative District House,State Legislative District Senate,Congressional District,Congress
53816,42.975521,-90.84962,1,place,,,,,Mount Hope,WI,Grant County,53816,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 49,State Senate District 17,WI3,117th
54232,44.005714,-87.922351,1,place,,,,,Saint Nazianz,WI,Manitowoc County,54232,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 25,State Senate District 9,WI6,117th
54557,46.200011,-89.738691,1,place,,,,,Presque Isle,WI,Vilas County,54557,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 34,State Senate District 12,WI7,117th
54530,45.518558,-90.743138,1,place,,,,,Hawkins,WI,Rusk County,54530,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 87,State Senate District 29,WI7,117th
53544,42.871497,-89.923881,1,place,,,,,Hollandale,WI,Iowa County,53544,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 80,State Senate District 27,WI2,117th
54734,45.001949,-92.099665,1,place,,,,,Downing,WI,Dunn County,54734,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 29,State Senate District 10,WI3,117th
54545,46.155097,-89.845465,1,place,,,,,Manitowish Waters,WI,Vilas County,54545,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 34,State Senate District 12,WI7,117th
53961,43.459884,-89.931931,1,place,,,,,Rock Springs,WI,Sauk County,53961,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 81,State Senate District 27,WI2,117th
54563,45.45197,-90.964443,1,place,,,,,Tony,WI,Rusk County,54563,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 87,State Senate District 29,WI7,117th
54102,45.492839,-88.049604,1,place,,,,,Amberg,WI,Marinette County,54102,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 36,State Senate District 12,WI8,117th
54490,45.330939,-90.401519,1,place,,,,,Westboro,WI,Taylor County,54490,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 87,State Senate District 29,WI7,117th
54210,45.253108,-87.044698,1,place,,,,,Ellison Bay,WI,Door County,54210,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 1,State Senate District 1,WI8,117th
54526,45.486195,-90.847935,1,place,,,,,Glen Flora,WI,Rusk County,54526,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 87,State Senate District 29,WI7,117th
54826,45.47773,-92.07518,1,place,,,,,Comstock,WI,Barron County,54826,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 75,State Senate District 25,WI7,117th
54746,44.52913,-90.88931,1,place,,,,,Humbird,WI,Clark County,54746,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 68,State Senate District 23,WI7,117th
54731,45.357563,-91.088353,1,place,,,,,Conrath,WI,Rusk County,54731,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 87,State Senate District 29,WI7,117th
54828,45.837967,-91.291784,1,place,,,,,Couderay,WI,Sawyer County,54828,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 87,State Senate District 29,WI7,117th
53167,42.74141,-88.22426,1,place,,,,,Rochester,WI,Racine County,53167,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 63,State Senate District 21,WI1,117th
54119,45.591557,-88.222435,1,place,,,,,Dunbar,WI,Marinette County,54119,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 36,State Senate District 12,WI8,117th
53069,43.11362,-88.43593,1,place,,,,,Okauchee,WI,Waukesha County,53069,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 38,State Senate District 13,WI5,117th
54550,46.428,-90.24601,1,place,,,,,Montreal,WI,Iron County,54550,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 74,State Senate District 25,WI7,117th
54769,44.508365,-92.232594,1,place,,,,,Stockholm,WI,Pepin County,54769,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 93,State Senate District 31,WI3,117th
54524,45.814336,-90.453045,1,place,,,,,Fifield,WI,Price County,54524,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 74,State Senate District 25,WI7,117th
54813,45.6369,-91.99296,1,place,,,,,Barronett,WI,Barron County,54813,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 75,State Senate District 25,WI7,117th
53526,42.963325,-90.369319,1,place,,,,,Cobb,WI,Iowa County,53526,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 51,State Senate District 17,WI2,117th
53553,42.91777,-90.27346,1,place,,,,,Linden,WI,Iowa County,53553,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 51,State Senate District 17,WI2,117th
54493,44.715341,-90.769733,1,place,,,,,Willard,WI,Clark County,54493,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 68,State Senate District 23,WI7,117th
54006,45.57051,-92.65104,1,place,,,,,Cushing,WI,Polk County,54006,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 28,State Senate District 10,WI7,117th
53580 and 54463,45.525897,-89.236033,0.33,place,,,,,Pelican Lake,WI,Oneida County,54463,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 35,State Senate District 12,WI7,117th
53825,42.926596,-90.583575,1,place,,,,,Stitzer,WI,Grant County,53825,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 49,State Senate District 17,WI3,117th
54560,46.02023,-89.497889,1,place,,,,,Sayner,WI,Vilas County,54560,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 34,State Senate District 12,WI7,117th
54737,44.69219,-92.01156,1,place,,,,,Eau Galle,WI,Dunn County,54737,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 93,State Senate District 31,WI3,117th
54125,45.648826,-88.333152,1,place,,,,,Goodman,WI,Marinette County,54125,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 36,State Senate District 12,WI8,117th
54846,46.376072,-90.761153,1,place,,,,,High Bridge,WI,Ashland County,54846,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 74,State Senate District 25,WI7,117th
54465 and 54537,45.528816,-90.606178,0.33,place,,,,,Kennan,WI,Price County,54537,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 74,State Senate District 25,WI7,117th
54103,45.672311,-88.530545,1,place,,,,,Armstrong Creek,WI,Forest County,54103,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 34,State Senate District 12,WI7,117th
54934 and 54927,44.103137,-88.653949,0.33,place,,,,,Butte Des Morts,WI,Winnebago County,54927,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 56,State Senate District 19,WI8,117th
54450,45.006232,-89.047379,1,place,,,,,Mattoon,WI,Shawano County,54450,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 35,State Senate District 12,WI8,117th
54515,45.535762,-90.504465,1,place,,,,,Catawba,WI,Price County,54515,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 74,State Senate District 25,WI7,117th
54865,46.77466,-91.38657,1,place,,,,,Port Wing,WI,Bayfield County,54865,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 74,State Senate District 25,WI7,117th
54447,45.07719,-90.72458,1,place,,,,,Lublin,WI,Taylor County,54447,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 87,State Senate District 29,WI7,117th
53969,43.498907,-89.30497,1,place,,,,,Wyocena,WI,Columbia County,53969,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 42,State Senate District 14,WI6,117th
54867,45.800649,-91.268979,1,place,,,,,Radisson,WI,Sawyer County,54867,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 87,State Senate District 29,WI7,117th
53088,44.07166,-88.29899,1,place,,,,,Stockbridge,WI,Calumet County,53088,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 3,State Senate District 1,WI8,117th
54928,44.735836,-88.876673,1,place,,,,,Caroline,WI,Shawano County,54928,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 6,State Senate District 2,WI8,117th
54542,45.913837,-88.623498,1,place,,,,,Long Lake,WI,Florence County,54542,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 34,State Senate District 12,WI7,117th
54564 and 53016,43.31139,-88.7201,0.33,place,,,,,Clyman,WI,Dodge County,53016,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 39,State Senate District 13,WI5,117th
54513,45.584525,-90.166914,1,place,,,,,Brantwood,WI,Price County,54513,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 74,State Senate District 25,WI7,117th
53920,43.65498,-89.5854,1,place,,,,,Briggsville,WI,Marquette County,53920,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 42,State Senate District 14,WI6,117th
54933,44.668605,-88.704318,1,place,,,,,Embarrass,WI,Waupaca County,54933,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 6,State Senate District 2,WI8,117th
54485,45.396466,-89.217933,1,place,,,,,Summit Lake,WI,Langlade County,54485,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 35,State Senate District 12,WI7,117th
54657,43.18109,-90.85874,1,place,,,,,Steuben,WI,Crawford County,54657,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 96,State Senate District 32,WI3,117th
53810,42.822065,-90.982153,1,place,,,,,Glen Haven,WI,Grant County,53810,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 49,State Senate District 17,WI3,117th
54462 and 53505,42.659301,-88.83065,0.33,place,,,,,Avalon,WI,Rock County,53505,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 31,State Senate District 11,WI1,117th
54967,44.134044,-88.986361,1,place,,,,,Poy Sippi,WI,Waushara County,54967,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 40,State Senate District 14,WI6,117th
53557,43.343056,-88.791442,1,place,,,,,Lowell,WI,Dodge County,53557,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 39,State Senate District 13,WI5,117th
54832,46.33689,-91.25797,1,place,,,,,Drummond,WI,Bayfield County,54832,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 74,State Senate District 25,WI7,117th
54160,44.119917,-88.096495,1,place,,,,,Potter,WI,Calumet County,54160,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 25,State Senate District 9,WI8,117th
54827,46.834502,-91.092821,1,place,,,,,Cornucopia,WI,Bayfield County,54827,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 74,State Senate District 25,WI7,117th
54841,45.60884,-91.77489,1,place,,,,,Haugen,WI,Barron County,54841,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 75,State Senate District 25,WI7,117th
54931,44.27304,-88.67844,1,place,,,,,Dale,WI,Outagamie County,54931,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 56,State Senate District 19,WI8,117th
54844,46.83243,-91.26102,1,place,,,,,Herbster,WI,Bayfield County,54844,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 74,State Senate District 25,WI7,117th
54123,44.21249,-88.14427,1,place,,,,,Forest Junction,WI,Calumet County,54123,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 3,State Senate District 1,WI8,117th
53827,43.035813,-90.853002,1,place,,,,,Woodman,WI,Grant County,53827,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 49,State Senate District 17,WI3,117th
54211,45.159184,-87.171024,1,place,,,,,Ephraim,WI,Door County,54211,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 1,State Senate District 1,WI8,117th
54214,44.197537,-87.713043,1,place,,,,,Francis Creek,WI,Manitowoc County,54214,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 2,State Senate District 1,WI6,117th
53939,43.6911,-89.130237,1,place,,,,,Kingston,WI,Green Lake County,53939,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 42,State Senate District 14,WI6,117th
53935,43.590116,-89.05931,1,place,,,,,Friesland,WI,Columbia County,53935,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 42,State Senate District 14,WI6,117th
54839,46.36745,-91.10825,1,place,,,,,Grand View,WI,Bayfield County,54839,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 74,State Senate District 25,WI7,117th
53953 and 54120,45.74447,-88.47565,0.33,place,,,,,Fence,WI,Florence County,54120,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 34,State Senate District 12,WI7,117th
54525,46.42828,-90.22518,1,place,,,,,Gile,WI,Iron County,54525,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 74,State Senate District 25,WI7,117th
54948 and 54625,44.14309,-91.520432,0.33,place,,,,,Dodge,WI,Trempealeau County,54625,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 92,State Senate District 31,WI3,117th
54850,46.803272,-90.692287,1,place,,,,,La Pointe,WI,Ashland County,54850,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 74,State Senate District 25,WI7,117th
54760,44.424863,-91.207421,1,place,,,,,Pigeon Falls,WI,Trempealeau County,54760,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 92,State Senate District 31,WI3,117th
53931,43.747481,-88.866516,1,place,,,,,Fairwater,WI,Fond Du Lac County,53931,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 42,State Senate District 14,WI6,117th
54862,45.797008,-91.127234,1,place,,,,,Ojibwa,WI,Sawyer County,54862,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 87,State Senate District 29,WI7,117th
54861,46.614971,-90.656678,1,place,,,,,Odanah,WI,Ashland County,54861,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 74,State Senate District 25,WI7,117th
53540,43.22332,-90.29151,1,place,,,,,Gotham,WI,Richland County,53540,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 51,State Senate District 17,WI2,117th
54637,43.88013,-90.272928,1,place,,,,,Hustler,WI,Juneau County,54637,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 50,State Senate District 17,WI3,117th
53501,42.60621,-89.065499,1,place,,,,,Afton,WI,Rock County,53501,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 43,State Senate District 15,WI2,117th
53947,43.746464,-89.138441,1,place,,,,,Marquette,WI,Green Lake County,53947,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 41,State Senate District 14,WI6,117th
53295,43.022478,-87.976073,1,place,,,,,Milwaukee,WI,Milwaukee County,53295,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 7,State Senate District 3,WI4,117th
53702,43.060926,-88.230636,1,place,,,,,Madison,WI,Waukesha County,53702,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 98,State Senate District 33,WI5,117th
54536,46.318241,-90.342024,1,place,,,,,Iron Belt,WI,Iron County,54536,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 74,State Senate District 25,WI7,117th
53817,42.942183,-90.964596,1,place,,,,,Patch Grove,WI,Grant County,53817,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 49,State Senate District 17,WI3,117th
54842,46.503,-91.86075,1,place,,,,,Hawthorne,WI,Douglas County,54842,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 73,State Senate District 25,WI7,117th
53003,43.21195,-88.51621,1,place,,,,,Ashippun,WI,Dodge County,53003,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 39,State Senate District 13,WI5,117th
54430,45.147659,-88.873132,1,place,,,,,Elton,WI,Langlade County,54430,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 36,State Senate District 12,WI7,117th
53195,42.513649,-88.484322,1,place,,,,,Zenda,WI,Walworth County,53195,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 32,State Senate District 11,WI1,117th
54413,44.298272,-90.140404,1,place,,,,,Babcock,WI,Wood County,54413,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 70,State Senate District 24,WI7,117th
54207,44.091021,-87.990241,1,place,,,,,Collins,WI,Manitowoc County,54207,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 25,State Senate District 9,WI6,117th
53047,43.256793,-88.6281,1,place,,,,,Lebanon,WI,Dodge County,53047,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 37,State Senate District 13,WI5,117th
54845,45.799612,-92.153743,1,place,,,,,Hertel,WI,Burnett County,54845,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 73,State Senate District 25,WI7,117th
53571,43.277325,-89.356403,1,place,,,,,Morrisonville,WI,Dane County,53571,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 42,State Senate District 14,WI2,117th
53928,43.426605,-89.149069,1,place,,,,,Doylestown,WI,Columbia County,53928,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 42,State Senate District 14,WI6,117th
54980,43.988578,-88.771167,1,place,,,,,Waukau,WI,Winnebago County,54980,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 53,State Senate District 18,WI6,117th
54517,46.16384,-90.9024,1,place,,,,,Clam Lake,WI,Ashland County,54517,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 74,State Senate District 25,WI7,117th
54654,43.26498,-90.95846,1,place,,,,,Seneca,WI,Crawford County,54654,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 96,State Senate District 32,WI3,117th
54458,44.49497,-89.30984,1,place,,,,,Nelsonville,WI,Portage County,54458,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 71,State Senate District 24,WI3,117th
54946,44.336605,-89.1444,1,place,,,,,King,WI,Waupaca County,54946,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 40,State Senate District 14,WI8,117th
54645,43.31526,-90.92874,1,place,,,,,Mount Sterling,WI,Crawford County,54645,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 96,State Senate District 32,WI3,117th
54127,44.79555,-88.27038,1,place,,,,,Green Valley,WI,Shawano County,54127,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 36,State Senate District 12,WI8,117th
54857,45.596342,-91.605711,1,place,,,,,Mikana,WI,Barron County,54857,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 75,State Senate District 25,WI7,117th
53599,42.649309,-89.862202,1,place,,,,,Woodford,WI,Lafayette County,53599,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 51,State Senate District 17,WI2,117th
53802,42.79499,-90.8854,1,place,,,,,Beetown,WI,Grant County,53802,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 49,State Senate District 17,WI3,117th
54565 and 54417,45.02735,-89.654118,0.33,place,,,,,Brokaw,WI,Marathon County,54417,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 86,State Senate District 29,WI7,117th
54765,45.169133,-91.68559,1,place,,,,,Sand Creek,WI,Dunn County,54765,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 67,State Senate District 23,WI3,117th
54643 and 54641,44.270653,-90.330096,0.33,place,,,,,Mather,WI,Jackson County,54641,US,TIGER/Line® dataset from the US Census Bureau,Assembly District 70,State Senate District 24,WI7,117th
